epoch,val_loss,val_accuracy,train_loss_avg
0,0.721281111240387,0.5390625,
1,0.7174174785614014,0.5390625,0.726510152220726
2,0.7136083841323853,0.54296875,0.7222947627305984
3,0.709841787815094,0.55078125,0.718133419752121
4,0.7060309648513794,0.5546875,0.7138982862234116
5,0.7021830081939697,0.55859375,0.7096100449562073
6,0.6982952356338501,0.56640625,0.7053156644105911
7,0.6942498683929443,0.57421875,0.7009684294462204
8,0.6899840831756592,0.58203125,0.6965087652206421
9,0.68548583984375,0.5859375,0.6917922347784042
10,0.6809027194976807,0.59765625,0.686817541718483
11,0.6763842105865479,0.6171875,0.681763306260109
12,0.6717830896377563,0.6328125,0.6767048537731171
13,0.6671039462089539,0.6328125,0.6715555489063263
14,0.6624271869659424,0.671875,0.6664551943540573
15,0.6578558087348938,0.6953125,0.6613321751356125
16,0.6533536911010742,0.69921875,0.656411737203598
17,0.6488949060440063,0.70703125,0.6515813171863556
18,0.6444897651672363,0.71484375,0.6467838436365128
19,0.6401756405830383,0.73046875,0.6420639157295227
20,0.6359517574310303,0.75390625,0.6374422907829285
21,0.6317794919013977,0.75390625,0.6329093426465988
