epoch,val_loss,val_accuracy,train_loss_avg
0,0.6514818668365479,0.74609375,
1,0.6462724208831787,0.765625,0.6465440988540649
2,0.6408606767654419,0.77734375,0.6400744318962097
3,0.6352365016937256,0.796875,0.6334540694952011
4,0.6295095086097717,0.8125,0.6265844851732254
5,0.6237287521362305,0.81640625,0.6196036636829376
6,0.6179128885269165,0.82421875,0.6126775294542313
7,0.6119482517242432,0.8359375,0.6057247668504715
8,0.6058661937713623,0.83984375,0.5986075848340988
9,0.5996928215026855,0.83984375,0.5915326327085495
10,0.5935154557228088,0.84375,0.5842919647693634
11,0.5872446894645691,0.8515625,0.5771051496267319
12,0.5808655619621277,0.85546875,0.5699351876974106
13,0.5743274688720703,0.87109375,0.5626334547996521
14,0.5678519010543823,0.875,0.5554216653108597
15,0.5614070892333984,0.875,0.5481408834457397
16,0.5549321174621582,0.87890625,0.5409401506185532
17,0.5485300421714783,0.87890625,0.53378726541996
18,0.5422384738922119,0.88671875,0.526740312576294
19,0.5360628962516785,0.88671875,0.519810676574707
20,0.5299029350280762,0.89453125,0.5129524767398834
21,0.5238467454910278,0.8984375,0.5062119662761688
