epoch,val_loss,val_accuracy,train_loss_avg
0,0.7093300819396973,0.51171875,
1,0.7032084465026855,0.51171875,0.6789968609809875
2,0.6971893310546875,0.515625,0.6732459664344788
3,0.6914112567901611,0.515625,0.6675887405872345
4,0.6857908964157104,0.515625,0.6621702611446381
5,0.6803017854690552,0.515625,0.6568975895643234
6,0.6749753952026367,0.515625,0.6518225818872452
7,0.6698237657546997,0.52734375,0.6468818336725235
8,0.6647485494613647,0.52734375,0.6420545428991318
9,0.6597112417221069,0.53125,0.6372624784708023
10,0.6547253131866455,0.53515625,0.6325338184833527
11,0.649846076965332,0.53515625,0.6280161738395691
12,0.6450309753417969,0.53515625,0.6234390437602997
13,0.6402088403701782,0.546875,0.6189443469047546
14,0.6354143619537354,0.546875,0.6144723743200302
15,0.630685567855835,0.546875,0.6100791692733765
16,0.6260071992874146,0.5546875,0.6057547032833099
17,0.6213194727897644,0.55859375,0.601449579000473
18,0.6166428923606873,0.5625,0.5971320569515228
19,0.6120060086250305,0.5625,0.5928485989570618
20,0.6074289083480835,0.5703125,0.5886650234460831
21,0.6028124690055847,0.578125,0.5844836086034775
