epoch,val_loss,val_accuracy,train_loss_avg
0,0.6992920637130737,0.4453125,
1,0.6952958703041077,0.453125,0.6895112693309784
2,0.6914123296737671,0.453125,0.6855233162641525
3,0.6874637603759766,0.46484375,0.6815328747034073
4,0.6834572553634644,0.46484375,0.6774015575647354
5,0.6794571876525879,0.46484375,0.6732577979564667
6,0.6755260229110718,0.46484375,0.6690817475318909
7,0.6715836524963379,0.46484375,0.6650121361017227
8,0.6676602363586426,0.46875,0.6609991043806076
9,0.6637341976165771,0.46875,0.6571134924888611
10,0.6598781943321228,0.46875,0.6533385217189789
11,0.6560224294662476,0.46875,0.6495357155799866
12,0.6522805690765381,0.46875,0.6457249075174332
13,0.6486095786094666,0.47265625,0.6420398354530334
14,0.6449843645095825,0.47265625,0.6384309530258179
15,0.6414439082145691,0.47265625,0.6348279267549515
16,0.6379622220993042,0.47265625,0.631347194314003
17,0.6345360279083252,0.47265625,0.6278990358114243
18,0.6311665773391724,0.47265625,0.6244634389877319
19,0.6278940439224243,0.47265625,0.6211157888174057
20,0.6247088313102722,0.47265625,0.6178301572799683
21,0.621602475643158,0.47265625,0.6146492511034012
