epoch,val_loss,val_accuracy,train_loss_avg
0,0.7368097305297852,0.50390625,
1,0.7266420722007751,0.50390625,0.7367851436138153
2,0.7170236706733704,0.50390625,0.7267962247133255
3,0.7077687978744507,0.50390625,0.7171655893325806
4,0.6989707946777344,0.50390625,0.7079020142555237
5,0.6905467510223389,0.50390625,0.6989209353923798
6,0.6826751232147217,0.50390625,0.6903898417949677
7,0.6750074625015259,0.50390625,0.6823857426643372
8,0.667595624923706,0.50390625,0.6746523827314377
9,0.6603694558143616,0.50390625,0.667182445526123
10,0.6533592343330383,0.50390625,0.6599392145872116
11,0.6465681791305542,0.5078125,0.6529565155506134
12,0.6399563550949097,0.5078125,0.6463273763656616
13,0.6335316896438599,0.51171875,0.6397773325443268
14,0.6273052096366882,0.51171875,0.6335049271583557
15,0.6211570501327515,0.51171875,0.6273649036884308
16,0.6151188611984253,0.51171875,0.6213982105255127
17,0.6091262102127075,0.51171875,0.6154789179563522
18,0.6032830476760864,0.51171875,0.609724372625351
19,0.5975173115730286,0.5234375,0.6040612906217575
20,0.5918658971786499,0.53515625,0.5984320491552353
21,0.5863243937492371,0.55078125,0.5929277986288071
