epoch,val_loss,val_accuracy,train_loss_avg
0,0.7091082334518433,0.44921875,
1,0.7036494612693787,0.46484375,0.7175952643156052
2,0.6982858777046204,0.4921875,0.712133064866066
3,0.6930751800537109,0.51171875,0.706775426864624
4,0.6880593299865723,0.53125,0.7015772014856339
5,0.6832436919212341,0.54296875,0.6964902579784393
6,0.6786236763000488,0.55859375,0.6916408985853195
7,0.6741501688957214,0.58203125,0.6869889050722122
8,0.6698267459869385,0.59765625,0.6824224293231964
9,0.6656122207641602,0.6171875,0.6779350340366364
10,0.6615466475486755,0.62109375,0.6735888123512268
11,0.6576589345932007,0.63671875,0.6693702638149261
12,0.653899073600769,0.66015625,0.6653512120246887
13,0.6502513885498047,0.67578125,0.6614717692136765
14,0.64665687084198,0.6953125,0.657613605260849
15,0.6431605219841003,0.703125,0.6538668125867844
16,0.6397784948348999,0.72265625,0.6502480506896973
17,0.6364480257034302,0.734375,0.6467509567737579
18,0.6331732273101807,0.73828125,0.6432898789644241
19,0.6299750804901123,0.75,0.6399469673633575
20,0.6268144845962524,0.7578125,0.6366898268461227
21,0.6236871480941772,0.7734375,0.6334401220083237
