epoch,val_loss,val_accuracy,train_loss_avg
0,0.7412534952163696,0.234375,
1,0.7333006858825684,0.2734375,0.7294890582561493
2,0.7255824208259583,0.32421875,0.721979483962059
3,0.7180755734443665,0.33984375,0.714683011174202
4,0.7106969356536865,0.375,0.7073165774345398
5,0.7034175395965576,0.42578125,0.7002356052398682
6,0.6961908936500549,0.484375,0.6932990849018097
7,0.6890183687210083,0.53515625,0.6862377673387527
8,0.6818536520004272,0.578125,0.6792622655630112
9,0.674695611000061,0.625,0.672268882393837
10,0.6675825119018555,0.66015625,0.6652872860431671
11,0.6604288220405579,0.6875,0.6582811027765274
12,0.6533358693122864,0.72265625,0.6513641178607941
13,0.6462520360946655,0.7421875,0.6444892585277557
14,0.6392468214035034,0.7578125,0.6376413404941559
15,0.6323238015174866,0.77734375,0.6308207660913467
16,0.6254140138626099,0.80078125,0.6240466833114624
17,0.6185929775238037,0.80859375,0.617436096072197
18,0.6118098497390747,0.8125,0.6108684688806534
19,0.6051044464111328,0.82421875,0.6044809967279434
20,0.5984169244766235,0.8359375,0.5980650186538696
21,0.5918320417404175,0.84375,0.591729149222374
