epoch,val_loss,val_accuracy,train_loss_avg
0,0.7075183987617493,0.41015625,
1,0.7036275863647461,0.4296875,0.7046106308698654
2,0.6997809410095215,0.4375,0.7005584686994553
3,0.6960337162017822,0.44921875,0.6966166347265244
4,0.6924265623092651,0.453125,0.6928143203258514
5,0.6888874769210815,0.47265625,0.6890741288661957
6,0.6854503154754639,0.48046875,0.6853960305452347
7,0.6820178031921387,0.484375,0.6818168610334396
8,0.6785986423492432,0.49609375,0.6781412065029144
9,0.6751665472984314,0.5,0.6745248734951019
10,0.6715703010559082,0.51171875,0.6707214415073395
11,0.6676042079925537,0.51953125,0.6665651947259903
12,0.6634435057640076,0.5390625,0.6620439141988754
13,0.65895015001297,0.55078125,0.6571523696184158
14,0.6541534662246704,0.57421875,0.6518724411725998
15,0.6489342451095581,0.609375,0.6461661010980606
16,0.6434954404830933,0.64453125,0.6400488317012787
17,0.6377826929092407,0.6953125,0.6338687241077423
18,0.6320294141769409,0.734375,0.6275399178266525
19,0.6262086033821106,0.77734375,0.6212615966796875
20,0.6203553080558777,0.8046875,0.61503766477108
21,0.6145185232162476,0.828125,0.6085994243621826
