epoch,val_loss,val_accuracy,train_loss_avg
0,0.6174440383911133,0.7578125,
1,0.6078517436981201,0.78125,0.6240101307630539
2,0.5982875823974609,0.8203125,0.6145813167095184
3,0.5887340307235718,0.83203125,0.6052601039409637
4,0.5790565013885498,0.83984375,0.5958836078643799
5,0.56932532787323,0.859375,0.5865548700094223
6,0.5594933032989502,0.8671875,0.5770293176174164
7,0.5496992468833923,0.87890625,0.5674830228090286
8,0.5399661064147949,0.90234375,0.5579110682010651
9,0.5303260684013367,0.91015625,0.5484253615140915
10,0.5207415819168091,0.9140625,0.53902667760849
11,0.5113834142684937,0.91796875,0.5297488421201706
12,0.5020985007286072,0.921875,0.5207923650741577
13,0.4930197596549988,0.921875,0.5119940862059593
14,0.48417478799819946,0.9296875,0.5035026744008064
15,0.4755313992500305,0.93359375,0.49513334035873413
16,0.467079222202301,0.93359375,0.48696770519018173
17,0.4587985873222351,0.94140625,0.47876250743865967
18,0.45068657398223877,0.94140625,0.4707978442311287
19,0.4427722692489624,0.9453125,0.462819904088974
20,0.4351057708263397,0.9453125,0.455125093460083
21,0.4276944696903229,0.9453125,0.44766225665807724
