epoch,val_loss,val_accuracy,train_loss_avg
0,0.6314632892608643,0.75,
1,0.6233707666397095,0.79296875,0.6251504570245743
2,0.6149786114692688,0.8203125,0.6166084110736847
3,0.6065278053283691,0.83984375,0.6080501675605774
4,0.5980442762374878,0.85546875,0.5993551462888718
5,0.5895009636878967,0.8671875,0.5907167494297028
6,0.5809848308563232,0.87890625,0.5820418745279312
7,0.5725954174995422,0.8984375,0.5734547078609467
8,0.5642937421798706,0.90625,0.5650021731853485
9,0.5561204552650452,0.90625,0.5566871911287308
10,0.5480392575263977,0.9140625,0.5485774427652359
11,0.5401796102523804,0.921875,0.5405546575784683
12,0.5324920415878296,0.921875,0.5327157527208328
13,0.5249577760696411,0.921875,0.5250232666730881
14,0.5175731778144836,0.92578125,0.5175914689898491
15,0.5103663802146912,0.93359375,0.5101594626903534
16,0.5033582448959351,0.93359375,0.5030063092708588
17,0.49649763107299805,0.93359375,0.4959985613822937
18,0.48982155323028564,0.93359375,0.48914093524217606
19,0.4833154082298279,0.9375,0.48245440423488617
20,0.4769464135169983,0.9375,0.4760188162326813
21,0.4707249402999878,0.9375,0.46965014189481735
